,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.0,0.0,0.0,101.0,0.0,97.0,5.0,2.0,6.0,93.0,205.0,7.0,0.0,14.0,69.0,4.0,119.0,2.0,0.0,111.0
baadengine.csv,0.0,69.0,0.0,32.0,10.0,2.0,3.0,1.0,0.0,0.0,22.0,12.0,3.0,2.0,0.0,2.0,69.0,0.0,0.0,44.0
biopax.csv,1.0,2.0,0.0,66.0,0.0,11.0,21.0,1.0,6.0,39.0,70.0,6.0,0.0,6.0,1.0,0.0,42.0,0.0,0.0,63.0
crux-framework.csv,621.0,69.0,200.0,101.0,88.0,97.0,335.0,0.0,187.0,93.0,205.0,207.0,343.0,62.0,69.0,74.0,119.0,90.0,53.0,0.0
dataobjectsdotnet.csv,0.0,69.0,0.0,16.0,5.0,5.0,2.0,2.0,10.0,25.0,16.0,5.0,0.0,0.0,0.0,6.0,48.0,0.0,2.0,33.0
exl.csv,0.0,0.0,0.0,51.0,0.0,10.0,14.0,1.0,8.0,10.0,24.0,2.0,3.0,3.0,1.0,2.0,25.0,1.0,0.0,52.0
gdis.csv,1.0,1.0,0.0,62.0,0.0,6.0,10.0,0.0,3.0,8.0,60.0,6.0,0.0,4.0,0.0,2.0,44.0,1.0,1.0,50.0
gogoego.csv,0.0,69.0,0.0,101.0,0.0,8.0,0.0,7.0,0.0,15.0,4.0,12.0,1.0,2.0,1.0,1.0,10.0,0.0,0.0,12.0
httpcontentparser.csv,2.0,69.0,0.0,101.0,0.0,6.0,6.0,1.0,0.0,11.0,13.0,13.0,0.0,3.0,0.0,4.0,28.0,1.0,3.0,4.0
impala.csv,1.0,1.0,0.0,80.0,0.0,1.0,5.0,1.0,7.0,5.0,205.0,0.0,0.0,15.0,0.0,3.0,61.0,2.0,0.0,111.0
jgameai.csv,1.0,0.0,0.0,101.0,0.0,2.0,4.0,7.0,29.0,93.0,1.0,5.0,0.0,2.0,0.0,74.0,7.0,2.0,0.0,13.0
loki-lib.csv,0.0,12.0,0.0,36.0,0.0,6.0,3.0,7.0,31.0,30.0,18.0,12.0,9.0,2.0,0.0,0.0,26.0,0.0,0.0,27.0
snakeyaml.csv,0.0,1.0,0.0,101.0,0.0,1.0,5.0,2.0,19.0,4.0,0.0,6.0,0.0,17.0,0.0,4.0,119.0,2.0,0.0,33.0
tart.csv,3.0,69.0,0.0,101.0,88.0,97.0,3.0,115.0,187.0,0.0,9.0,207.0,2.0,62.0,69.0,2.0,3.0,90.0,1.0,111.0
vars-redux.csv,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,11.0,16.0,17.0,1.0,0.0,2.0,1.0,1.0,25.0,0.0,0.0,34.0
werx.csv,1.0,3.0,0.0,83.0,0.0,11.0,5.0,2.0,6.0,12.0,72.0,8.0,0.0,15.0,0.0,4.0,60.0,2.0,0.0,67.0
xbg.csv,0.0,69.0,0.0,2.0,2.0,1.0,4.0,1.0,6.0,11.0,4.0,1.0,1.0,0.0,0.0,4.0,20.0,0.0,1.0,17.0
xqilla.csv,621.0,69.0,200.0,101.0,88.0,97.0,335.0,115.0,187.0,93.0,205.0,207.0,343.0,62.0,69.0,74.0,0.0,90.0,53.0,111.0
zealos.csv,1.0,2.0,0.0,101.0,3.0,0.0,5.0,2.0,6.0,6.0,34.0,4.0,0.0,19.0,0.0,2.0,119.0,1.0,2.0,15.0
