,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.17,1.0,0.14,0.0,0.42,0.0,0.06,0.06,0.1,0.0,0.0,0.08,0.29,0.25,0.0,0.34,0.0,0.42,0.22,0.0
baadengine.csv,0.99,0.0,0.42,1.0,0.15,0.83,0.7,0.69,0.65,0.8,0.89,0.44,0.39,0.75,0.72,0.34,0.33,0.38,0.46,0.33
biopax.csv,0.83,0.6,0.94,1.0,0.81,1.0,0.88,0.98,1.0,0.6,0.93,0.96,0.77,0.88,0.68,0.52,1.0,0.97,0.85,1.0
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.74,0.0,0.5,1.0,0.08,0.4,0.54,0.61,0.35,0.4,0.48,0.44,0.96,0.25,0.32,0.41,1.0,0.32,0.68,0.67
exl.csv,0.68,0.2,0.69,1.0,0.69,0.93,0.81,0.76,0.45,0.8,0.59,0.64,0.43,0.75,0.74,0.45,0.67,0.58,1.0,1.0
gdis.csv,0.95,1.0,0.81,1.0,0.65,0.87,0.95,0.92,0.85,1.0,0.78,0.96,0.86,1.0,1.0,0.79,0.67,0.8,0.93,1.0
gogoego.csv,0.32,0.0,0.09,0.0,0.23,0.6,0.92,0.33,0.15,0.6,0.37,0.04,0.39,0.5,0.65,0.41,1.0,0.23,0.05,0.67
httpcontentparser.csv,0.12,0.0,0.2,0.0,0.15,0.17,0.12,0.2,0.9,0.2,0.15,0.08,0.49,0.12,0.16,0.28,0.33,0.15,0.02,0.33
impala.csv,0.38,0.6,0.01,1.0,0.92,0.13,0.96,0.08,0.2,0.4,0.0,0.8,0.47,1.0,0.42,0.45,0.33,0.83,0.1,0.0
jgameai.csv,0.16,0.2,0.09,0.0,1.0,0.6,0.27,0.1,0.05,0.0,0.15,0.08,0.09,0.12,0.4,0.0,0.33,0.07,0.02,0.33
loki-lib.csv,0.72,0.2,0.42,1.0,0.5,0.87,0.65,0.67,0.7,0.6,0.78,0.52,0.53,0.5,0.93,0.93,1.0,0.23,0.46,1.0
snakeyaml.csv,0.07,0.6,0.36,0.0,0.77,0.17,0.37,0.14,0.3,0.4,0.96,0.12,0.54,0.12,0.84,0.52,0.0,0.31,0.32,0.67
tart.csv,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.04,0.0,0.15,0.0,0.0,0.03,0.33,0.0,0.24,0.0
vars-redux.csv,0.27,0.2,0.22,1.0,0.12,0.5,0.46,0.98,0.45,0.4,0.48,0.36,0.39,0.12,0.44,0.03,0.33,0.15,0.39,0.67
werx.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.93,1.0
xbg.csv,0.34,0.0,0.17,1.0,0.04,0.8,0.46,0.16,0.35,0.4,0.33,0.16,0.15,0.88,0.21,0.28,0.67,0.03,0.24,0.33
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.22,0.4,0.35,0.0,0.65,0.97,0.31,0.27,0.5,0.6,0.3,0.16,0.43,0.12,0.3,0.31,0.0,0.48,0.51,1.0
