,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.27,1.0,0.24,0.0,0.35,0.0,0.08,0.09,0.07,0.0,0.0,0.1,0.35,0.11,0.0,0.3,0.0,0.54,0.3,0.0
baadengine.csv,0.99,0.0,0.58,0.04,0.18,0.67,0.44,0.59,0.22,0.14,0.31,0.13,0.42,0.4,0.8,0.39,0.02,0.52,0.63,0.03
biopax.csv,0.79,0.09,0.96,0.02,0.45,0.49,0.42,0.62,0.2,0.07,0.23,0.22,0.55,0.27,0.78,0.53,0.06,0.99,0.84,0.05
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.74,0.0,0.66,0.09,0.11,0.44,0.37,0.52,0.26,0.09,0.26,0.18,0.97,0.25,0.47,0.42,0.06,0.47,0.74,0.06
exl.csv,0.77,0.04,0.81,0.03,0.46,0.51,0.41,0.57,0.14,0.09,0.27,0.2,0.44,0.33,0.8,0.46,0.06,0.71,1.0,0.07
gdis.csv,0.85,0.18,0.89,0.02,0.38,0.5,0.39,0.61,0.19,0.11,0.21,0.21,0.6,0.29,1.0,0.58,0.04,0.83,0.86,0.06
gogoego.csv,0.45,0.0,0.16,0.0,0.3,0.42,0.95,0.38,0.11,0.13,0.36,0.04,0.45,0.44,0.75,0.48,0.12,0.35,0.09,0.1
httpcontentparser.csv,0.21,0.0,0.33,0.0,0.19,0.14,0.18,0.29,0.95,0.1,0.16,0.08,0.48,0.12,0.27,0.27,0.06,0.25,0.04,0.18
impala.csv,0.52,0.17,0.02,0.02,0.43,0.22,0.39,0.12,0.23,0.15,0.0,0.89,0.41,0.23,0.55,0.36,0.03,0.79,0.15,0.0
jgameai.csv,0.27,0.15,0.16,0.0,1.0,0.46,0.25,0.15,0.04,0.0,0.24,0.09,0.16,0.15,0.55,0.0,0.18,0.13,0.05,0.09
loki-lib.csv,0.76,0.05,0.58,0.04,0.39,0.54,0.42,0.57,0.23,0.08,0.33,0.18,0.49,0.3,0.91,0.95,0.07,0.35,0.62,0.08
snakeyaml.csv,0.14,0.43,0.53,0.0,0.47,0.24,0.33,0.19,0.2,0.11,0.98,0.09,0.52,0.07,0.85,0.37,0.0,0.42,0.44,0.07
tart.csv,0.01,0.0,0.18,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.05,0.0,0.24,0.0,0.0,0.06,0.29,0.0,0.38,0.0
vars-redux.csv,0.38,0.07,0.36,0.11,0.15,0.51,0.39,0.98,0.3,0.11,0.36,0.18,0.44,0.14,0.6,0.06,0.05,0.27,0.55,0.08
werx.csv,0.86,0.14,1.0,0.02,0.45,0.47,0.4,0.58,0.19,0.1,0.23,0.22,0.61,0.23,0.9,0.56,0.05,0.86,0.84,0.05
xbg.csv,0.48,0.0,0.29,0.4,0.07,0.62,0.31,0.26,0.15,0.1,0.35,0.11,0.25,0.93,0.34,0.31,0.13,0.05,0.38,0.08
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.31,0.17,0.52,0.0,0.49,0.98,0.3,0.32,0.2,0.14,0.21,0.11,0.42,0.06,0.46,0.31,0.0,0.61,0.64,0.17
