,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.19,0.55,0.49,0.75,0.1,0.57,0.68,0.18,0.73,0.46,0.13,0.71,0.39,0.42,0.18
calcubetimer.csv,0.63,0.05,0.23,0.22,0.43,0.48,0.92,0.91,0.23,0.37,0.17,0.35,0.43,0.43,0.79
chaosrts.csv,0.41,0.0,0.19,0.59,0.45,0.48,0.74,0.6,0.72,0.54,0.14,0.22,0.85,0.55,0.31
emono.csv,0.73,0.3,0.6,0.7,0.38,0.45,0.68,0.93,0.82,0.8,0.05,0.68,0.85,0.57,0.77
freelords.csv,0.73,0.74,0.22,0.77,0.43,0.48,0.88,0.73,0.84,0.91,0.08,0.59,0.89,0.57,0.72
jmonkeyengine.csv,0.4,0.72,0.27,0.57,0.51,0.0,0.88,0.18,0.22,0.92,0.19,0.71,0.41,0.62,0.72
jython.csv,0.71,0.65,0.59,0.84,0.36,0.24,0.84,0.56,0.83,0.86,0.09,0.66,0.91,0.32,0.75
mclient-mume.csv,0.21,0.88,0.15,0.24,0.38,0.0,0.82,0.19,0.55,0.77,0.15,0.41,0.56,0.44,0.4
papertoolkit.csv,0.36,0.06,0.51,0.2,0.15,0.17,0.62,0.28,0.14,0.24,0.38,0.17,0.13,0.0,0.43
primefaces.csv,0.7,0.69,0.23,0.69,0.43,0.48,0.92,0.85,0.73,0.99,0.09,0.79,0.91,0.57,0.79
st-filteredstatistics.csv,0.65,0.67,0.23,0.83,0.35,0.52,0.88,0.84,0.86,0.97,0.09,0.74,0.93,0.55,0.79
toped.csv,0.76,0.45,0.2,0.67,0.39,0.4,0.89,0.96,0.83,0.73,0.08,0.71,0.91,0.55,0.75
triplea.csv,0.75,0.75,0.51,0.63,0.38,0.48,0.74,0.87,0.86,0.67,0.12,0.69,0.9,0.57,0.61
web-cat.csv,0.72,0.38,0.36,0.48,0.41,0.38,0.64,0.63,0.52,0.83,0.08,0.51,0.93,0.68,0.75
