,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.33,0.37,0.12,0.82,0.02,0.25,0.22,0.75,0.62,0.0,0.65,0.96,0.32,0.71,0.05
calcubetimer.csv,0.52,0.3,1.0,0.11,0.8,1.0,1.0,0.0,0.0,0.0,0.3,0.41,0.32,0.55,0.98
chaosrts.csv,0.33,0.11,1.0,0.11,0.4,1.0,0.56,0.5,0.31,0.0,0.17,0.0,0.16,0.58,0.26
emono.csv,0.48,0.37,0.14,0.86,0.76,0.82,0.22,0.75,1.0,0.0,0.57,0.89,0.95,0.94,0.4
freelords.csv,0.71,0.67,0.95,0.29,0.74,0.49,0.78,0.25,0.54,1.0,0.78,0.56,0.58,0.77,0.95
jmonkeyengine.csv,0.38,0.41,0.03,0.75,0.22,0.0,0.44,0.75,0.15,1.0,0.42,0.59,0.32,0.61,0.9
jython.csv,0.81,0.89,0.16,0.96,0.72,0.1,0.89,0.0,1.0,1.0,0.63,0.85,1.0,0.39,0.62
mclient-mume.csv,0.14,0.11,0.69,0.07,0.24,0.0,0.44,0.0,0.23,1.0,0.35,0.22,0.16,0.29,0.29
papertoolkit.csv,0.19,0.0,0.09,0.11,0.12,0.08,0.0,0.0,0.08,0.0,0.17,0.07,0.26,0.13,0.12
primefaces.csv,0.76,1.0,1.0,0.36,0.94,1.0,1.0,0.75,0.77,1.0,0.98,0.26,0.89,0.77,1.0
st-filteredstatistics.csv,0.76,1.0,0.99,0.82,0.76,0.85,0.89,0.75,0.15,1.0,0.7,0.93,0.95,1.0,0.98
toped.csv,0.9,0.67,0.98,0.61,0.8,0.69,0.0,1.0,0.92,1.0,0.8,0.85,1.0,1.0,0.62
triplea.csv,0.38,0.26,0.07,0.54,0.32,0.38,0.44,0.75,0.69,0.0,0.47,0.7,0.95,0.94,0.31
web-cat.csv,0.67,0.3,0.01,0.43,0.66,0.35,0.22,0.75,0.31,1.0,0.75,0.48,0.95,0.19,0.81
