,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.04,0.15,0.34,0.18,0.24
aime.csv,0.0,0.65,0.12,0.27,0.0
badtrinitycore.csv,0.0,0.4,0.04,0.0,0.43
electric-core.csv,0.29,0.3,0.0,0.23,0.57
olsrd.csv,0.88,0.05,0.8,0.69,0.66
