,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.37,0.32,0.48,0.68,0.55
aime.csv,0.5,0.51,0.99,0.92,0.89
badtrinitycore.csv,0.75,0.65,0.98,0.98,0.66
electric-core.csv,0.48,0.92,0.85,0.79,0.59
olsrd.csv,0.32,0.39,0.35,0.36,0.43
