,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.79,0.78,0.87,0.85,0.49,0.51,0.89,0.94,0.91,0.76,0.89,0.86,0.8,0.77,0.88,1.0,0.57,0.75
autofac.csv,0.72,0.86,0.92,0.31,0.74,0.7,0.45,0.82,0.81,0.62,0.99,0.76,0.64,0.61,0.5,0.75,0.49,0.53
azureus.csv,0.28,0.95,0.9,0.98,0.78,0.89,0.95,1.0,0.72,0.98,0.89,0.34,0.58,0.99,0.99,0.82,0.6,0.75
dsworkbench.csv,0.82,0.44,0.27,0.83,0.98,0.94,0.94,0.97,0.86,1.0,1.0,0.89,0.63,0.71,0.94,0.94,0.87,1.0
forester-atv.csv,0.82,0.32,0.61,0.81,0.92,0.78,0.63,0.84,0.5,0.88,0.83,0.75,0.64,0.87,0.43,0.94,0.66,0.91
freelords.csv,0.51,1.0,0.54,0.87,0.78,0.52,0.43,0.89,0.69,0.7,0.72,0.82,0.82,0.51,0.52,0.83,0.5,0.71
gabel.csv,0.99,0.61,0.81,0.76,0.68,0.89,0.47,0.71,0.86,0.21,0.98,0.69,0.65,0.74,0.94,0.81,0.76,0.87
gephex.csv,0.9,0.88,0.98,0.91,0.89,0.54,0.6,0.77,0.74,0.8,0.83,0.77,0.67,0.93,0.68,0.47,0.63,0.82
google-collections.csv,0.19,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.98,0.96,0.96,1.0,1.0,1.0,1.0,0.97
javaprofiler.csv,0.51,1.0,0.85,0.53,0.61,0.55,0.73,0.94,0.7,0.72,0.97,0.62,0.59,0.68,0.66,0.78,0.61,0.4
jpaul.csv,0.66,0.52,0.77,0.77,1.0,0.95,0.38,0.88,0.68,0.88,0.79,0.82,0.58,0.62,0.65,1.0,0.89,0.7
mycila.csv,1.0,0.75,0.82,0.91,1.0,0.75,0.79,0.79,0.99,0.78,0.34,0.59,0.82,0.73,1.02,0.81,0.75,0.93
neodatis-odb.csv,1.05,0.78,0.79,0.63,0.81,0.72,0.77,0.46,0.71,0.81,0.62,0.64,0.64,0.54,0.94,0.65,0.62,0.69
octet.csv,0.56,0.78,0.61,0.76,0.64,0.74,0.76,0.71,0.76,0.82,0.89,0.74,0.87,0.24,0.83,0.66,0.39,0.79
personalaccess.csv,0.89,0.54,0.57,0.57,0.87,0.67,0.6,0.76,0.56,0.43,0.54,0.65,0.3,0.45,0.77,0.78,0.75,0.75
rcp-company-uibindings.csv,0.32,0.72,0.71,0.62,0.8,0.59,0.49,0.88,0.68,0.5,0.63,0.56,0.62,0.61,0.62,0.74,0.13,0.73
scenemonitor.csv,0.68,0.77,0.88,0.66,0.7,0.53,0.42,0.87,0.37,0.67,0.72,0.7,0.65,0.59,0.56,0.72,0.59,0.8
servicestack.csv,0.95,0.5,0.81,0.8,1.0,0.98,1.0,0.84,1.0,1.0,0.9,0.91,0.82,0.86,0.31,1.0,0.93,0.97
