,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.35,0.46,0.7,0.53,0.65,0.69,0.18,0.37,0.18,0.12,0.14,0.21,0.34,0.17,0.36,0.78,0.61,0.44
autofac.csv,0.65,0.47,0.15,0.76,0.4,0.6,0.58,0.43,0.3,0.18,0.2,0.35,0.65,0.24,0.53,0.59,0.7,0.77
azureus.csv,0.84,0.58,0.66,0.58,0.49,0.85,0.44,0.5,0.47,0.15,0.22,0.63,0.76,0.19,0.39,0.62,0.96,0.81
dsworkbench.csv,0.3,0.63,0.86,0.28,0.03,0.12,0.11,0.05,0.22,0.0,0.0,0.16,0.57,0.44,0.11,0.11,0.24,0.0
forester-atv.csv,0.51,0.75,0.58,0.3,0.15,0.36,0.42,0.27,0.61,0.11,0.18,0.43,0.76,0.14,0.61,0.12,0.58,0.17
freelords.csv,0.95,0.55,0.75,0.58,0.43,0.73,0.57,0.48,0.62,0.18,0.34,0.45,0.83,0.32,0.5,0.54,0.82,0.72
gabel.csv,0.02,0.49,0.32,0.39,0.47,0.2,0.56,0.4,0.23,0.47,0.07,0.39,0.52,0.21,0.11,0.34,0.4,0.23
gephex.csv,0.18,0.29,0.7,0.61,0.67,0.71,0.46,0.5,0.37,0.11,0.19,0.28,0.56,0.18,0.46,0.72,0.67,0.5
google-collections.csv,0.9,0.56,0.86,0.64,0.71,0.84,0.45,0.51,0.55,0.15,0.33,0.42,0.91,0.22,0.42,0.78,0.98,0.81
javaprofiler.csv,0.66,0.57,0.74,0.6,0.63,0.75,0.53,0.52,0.42,0.2,0.28,0.42,0.75,0.26,0.4,0.59,0.93,0.74
jpaul.csv,0.5,0.57,0.43,0.35,0.0,0.1,0.64,0.19,0.42,0.12,0.21,0.23,0.63,0.27,0.44,0.0,0.2,0.45
mycila.csv,0.94,0.35,0.84,0.61,0.67,0.67,0.35,0.33,0.48,0.18,0.58,0.42,0.69,0.22,0.18,0.71,0.83,0.47
neodatis-odb.csv,0.8,0.53,0.35,0.5,0.31,0.44,0.39,0.59,0.4,0.1,0.38,0.38,0.64,0.29,0.1,0.54,0.89,0.47
octet.csv,0.61,0.45,0.67,0.56,0.51,0.42,0.31,0.37,0.36,0.1,0.14,0.31,0.79,0.52,0.24,0.66,0.85,0.4
personalaccess.csv,0.2,0.56,0.77,0.56,0.22,0.49,0.46,0.33,0.59,0.26,0.41,0.46,0.87,0.44,0.36,0.39,0.6,0.45
rcp-company-uibindings.csv,0.81,0.58,0.8,0.52,0.41,0.66,0.52,0.34,0.42,0.23,0.32,0.44,0.59,0.24,0.4,0.58,0.93,0.43
scenemonitor.csv,0.49,0.4,0.86,0.47,0.52,0.67,0.59,0.41,0.68,0.17,0.27,0.44,0.72,0.35,0.46,0.42,0.61,0.45
servicestack.csv,0.1,0.58,0.4,0.31,0.0,0.05,0.0,0.25,0.0,0.0,0.14,0.14,0.32,0.25,0.67,0.0,0.15,0.05
