,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.0,0.68,0.81,0.79,0.23,0.29,0.34,0.84,0.31,0.42,0.38,0.07,0.12,0.27,0.83,1.0,0.1,0.31
autofac.csv,0.5,0.8,0.06,0.15,0.17,0.5,0.41,0.76,0.09,0.57,0.86,0.66,0.44,0.43,0.17,0.61,0.2,0.47
azureus.csv,0.0,0.95,0.81,0.97,0.56,0.89,0.95,1.0,0.59,0.98,0.74,0.21,0.48,0.98,0.98,0.73,0.6,0.75
dsworkbench.csv,0.0,0.28,0.19,0.06,0.0,0.0,0.0,0.03,0.12,0.02,0.02,0.14,0.24,0.0,0.02,0.0,0.1,0.0
forester-atv.csv,0.5,0.28,0.25,0.15,0.02,0.11,0.22,0.01,0.44,0.11,0.24,0.73,0.56,0.12,0.13,0.15,0.3,0.06
freelords.csv,0.5,1.0,0.44,0.85,0.48,0.39,0.32,0.87,0.69,0.68,0.69,0.82,0.8,0.27,0.22,0.68,0.4,0.67
gabel.csv,0.0,0.35,0.12,0.0,0.12,0.07,0.22,0.49,0.09,0.16,0.38,0.12,0.08,0.2,0.0,0.29,0.1,0.03
gephex.csv,0.0,0.55,0.94,0.91,0.88,0.39,0.49,0.74,0.34,0.63,0.45,0.22,0.32,0.88,0.65,0.34,0.4,0.58
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.98,0.96,0.96,1.0,1.0,1.0,1.0,0.97
javaprofiler.csv,0.0,1.0,0.81,0.33,0.5,0.46,0.73,0.94,0.44,0.72,0.95,0.52,0.48,0.67,0.15,0.66,0.6,0.14
jpaul.csv,0.0,0.3,0.31,0.12,0.0,0.04,0.37,0.16,0.19,0.09,0.36,0.17,0.28,0.24,0.09,0.0,0.0,0.11
mycila.csv,1.0,0.3,0.81,0.91,1.0,0.64,0.63,0.49,0.97,0.78,0.17,0.46,0.72,0.67,0.74,0.78,0.7,0.72
neodatis-odb.csv,1.0,0.75,0.12,0.3,0.12,0.18,0.68,0.33,0.12,0.51,0.17,0.32,0.4,0.33,0.04,0.32,0.6,0.11
octet.csv,0.0,0.65,0.44,0.7,0.17,0.18,0.39,0.3,0.09,0.34,0.38,0.44,0.84,0.2,0.11,0.56,0.3,0.36
personalaccess.csv,0.0,0.38,0.5,0.3,0.08,0.14,0.49,0.4,0.5,0.41,0.5,0.63,0.24,0.14,0.02,0.29,0.5,0.33
rcp-company-uibindings.csv,0.0,0.7,0.69,0.33,0.46,0.39,0.34,0.71,0.31,0.34,0.38,0.43,0.28,0.43,0.33,0.59,0.0,0.22
scenemonitor.csv,0.0,0.55,0.88,0.21,0.48,0.29,0.22,0.8,0.22,0.62,0.52,0.68,0.52,0.14,0.43,0.17,0.2,0.47
servicestack.csv,0.0,0.28,0.38,0.12,0.0,0.11,0.0,0.07,0.03,0.03,0.07,0.05,0.16,0.0,0.2,0.0,0.1,0.0
