,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.4,0.05,0.0,0.44,0.77,0.0,0.0,0.53
cities3d.csv,0.38,0.69,0.0,0.18,0.05,0.1,0.41,0.34
img-browse-sort.csv,0.62,0.64,0.66,0.65,0.27,0.65,0.44,0.64
levent.csv,0.69,0.72,0.7,0.56,0.48,0.71,0.43,0.32
pnotepad.csv,0.42,0.69,0.6,0.73,0.48,0.36,0.46,0.92
selenium.csv,0.69,0.72,0.52,0.63,0.26,0.56,0.63,0.56
somap.csv,0.52,0.05,0.0,0.33,0.38,0.59,0.86,0.55
xemeiah.csv,0.32,0.73,0.47,0.75,0.25,0.59,0.0,0.58
