,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.7,1.0,1.0,0.45,0.77,1.0,0.96,0.9
cities3d.csv,0.33,0.68,0.0,0.15,0.04,0.08,0.43,0.29
img-browse-sort.csv,0.62,0.84,0.94,0.72,0.24,0.62,0.74,0.75
levent.csv,0.72,0.84,0.71,0.88,0.63,0.69,0.69,0.27
pnotepad.csv,0.97,0.92,0.63,0.85,0.46,0.85,0.79,0.9
selenium.csv,0.7,0.81,0.47,0.61,0.23,0.54,0.81,0.52
somap.csv,0.55,1.0,1.0,0.75,0.95,0.92,0.83,0.96
xemeiah.csv,0.9,0.73,0.43,0.76,0.25,0.92,0.65,0.54
