,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.85,0.99,1.0,0.6,0.22,1.0,1.0,0.8
cities3d.csv,0.15,0.29,0.0,0.04,0.0,0.21,0.67,0.1
img-browse-sort.csv,0.39,0.67,0.7,0.53,0.44,0.16,0.83,0.6
levent.csv,0.39,0.54,0.35,0.77,0.75,0.21,0.83,0.0
pnotepad.csv,0.87,0.65,0.48,0.53,0.42,0.89,0.83,0.0
selenium.csv,0.33,0.49,0.13,0.28,0.47,0.32,0.67,0.2
somap.csv,0.56,0.99,1.0,0.9,0.89,0.76,0.0,0.8
xemeiah.csv,0.91,0.29,0.3,0.28,0.75,0.76,1.0,0.2
