,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.98,0.93,0.83,0.79,0.47,0.8,0.93,0.58,0.79,0.86,0.74,0.94,0.52
avifile.csv,0.97,0.8,0.0,0.94,0.9,0.95,0.0,0.89,0.75,0.0,0.67,0.0,0.0
baadengine.csv,0.44,0.43,0.39,0.46,0.37,0.5,0.46,0.34,0.36,0.38,0.36,0.34,0.28
gdis.csv,0.38,0.38,0.34,0.37,0.37,0.42,0.46,0.34,0.33,0.4,0.35,0.32,0.35
gogoego.csv,0.9,0.67,0.97,0.8,0.91,0.85,0.54,0.83,0.7,0.53,0.62,0.62,0.36
impala.csv,0.62,0.92,0.92,0.45,0.44,0.53,0.86,0.38,0.48,0.82,0.64,0.95,0.62
jgameai.csv,0.99,0.9,0.98,0.78,0.67,0.85,0.91,0.99,0.98,0.77,0.86,0.97,0.0
jhotdraw.csv,0.77,0.0,0.67,0.75,0.64,0.96,0.0,0.92,0.98,0.0,0.9,0.94,0.86
patterntesting.csv,0.48,0.43,0.55,0.49,0.5,0.46,0.52,0.48,0.56,0.56,0.5,0.54,0.47
pokeglobal.csv,0.47,0.58,0.38,0.64,0.47,0.64,0.58,0.41,0.49,0.58,0.34,0.45,0.3
werx.csv,0.41,0.37,0.36,0.42,0.4,0.48,0.54,0.36,0.36,0.44,0.35,0.33,0.36
zealos.csv,0.59,0.46,0.54,0.65,0.56,0.69,0.64,0.63,0.55,0.59,0.45,0.63,0.7
