,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.19,0.0,0.23,0.0,0.54,0.23,0.2,0.43,0.31,0.27,1.0,0.24,0.4
avifile.csv,0.02,1.0,0.0,0.0,0.1,0.54,0.0,0.02,0.02,0.0,0.0,0.0,0.0
baadengine.csv,0.99,0.4,0.68,1.0,0.68,0.35,0.87,0.86,0.73,0.7,0.83,0.68,0.88
gdis.csv,0.88,0.6,0.82,1.0,0.83,0.65,0.83,0.95,0.9,0.97,0.87,1.0,1.0
gogoego.csv,0.22,0.2,0.15,1.0,0.17,0.23,1.0,0.96,0.34,0.73,0.52,0.36,1.0
impala.csv,0.44,0.0,0.06,1.0,0.85,0.88,0.03,0.95,0.76,0.37,0.39,0.76,0.42
jgameai.csv,0.15,0.4,0.22,0.0,0.05,1.0,0.27,0.29,0.08,0.47,0.09,0.2,0.0
jhotdraw.csv,0.22,0.0,0.02,0.0,0.34,0.35,0.0,0.27,0.89,0.0,0.17,0.04,0.09
patterntesting.csv,0.41,0.2,0.32,0.0,0.49,0.31,0.53,0.55,0.53,1.0,0.52,0.2,0.75
pokeglobal.csv,0.61,0.2,0.74,1.0,0.98,0.19,0.7,0.65,0.48,0.4,0.78,0.48,0.82
werx.csv,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0
zealos.csv,0.47,0.4,0.57,1.0,0.51,0.31,0.93,0.57,0.37,0.67,0.48,0.4,0.33
