,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.29,0.22,0.5,0.28,0.62,0.38,0.13,0.4,0.35,0.13,0.0,0.23,0.31
avifile.csv,0.15,0.0,0.0,0.18,0.21,0.37,0.0,0.03,0.01,0.0,0.05,0.01,0.0
baadengine.csv,0.01,0.65,1.0,0.4,0.45,0.37,0.51,0.7,0.76,0.4,0.67,0.68,0.54
gdis.csv,0.5,0.72,1.0,0.73,0.59,0.63,0.46,0.86,0.91,0.77,0.82,0.97,0.0
gogoego.csv,0.29,0.31,0.5,0.19,0.14,0.22,1.0,0.0,0.28,0.53,0.31,0.3,1.0
impala.csv,0.62,0.18,0.0,0.92,1.0,0.92,0.09,0.96,0.72,0.49,0.44,0.0,0.62
jgameai.csv,0.29,0.12,0.5,0.27,0.03,0.0,0.56,0.23,0.16,0.62,0.09,0.15,0.0
jhotdraw.csv,0.11,0.0,0.0,0.04,0.48,0.29,0.0,0.25,0.0,0.02,0.11,0.08,0.15
patterntesting.csv,0.47,0.55,0.75,0.37,0.34,0.29,0.25,0.42,0.3,0.04,0.36,0.37,0.62
pokeglobal.csv,0.67,0.49,1.0,0.21,0.0,0.27,0.5,0.53,0.33,0.3,0.78,0.46,0.54
werx.csv,1.0,0.97,0.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0
zealos.csv,0.6,0.6,0.5,0.3,0.52,0.33,0.0,0.45,0.44,0.45,0.6,0.4,0.08
