,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.82,0.05,0.9,0.11,0.0,0.0
columba.csv,0.65,0.02,0.79,0.13,0.49,0.53
emftriple.csv,0.4,0.37,0.62,0.0,0.19,0.45
fluent-nhibernate.csv,0.79,0.0,0.78,0.34,0.55,0.55
gpsmid.csv,0.87,0.06,0.79,0.22,0.41,0.42
xamj.csv,0.72,0.07,0.8,0.13,0.59,0.32
