,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.11,0.73,0.28,0.84,0.0,0.0
columba.csv,0.58,0.44,0.67,0.66,0.3,0.23
emftriple.csv,0.32,0.14,0.17,0.27,0.39,0.1
fluent-nhibernate.csv,0.26,0.44,0.44,0.17,0.13,0.13
gpsmid.csv,0.16,0.79,0.78,0.32,0.48,0.41
xamj.csv,0.45,0.56,0.67,0.16,0.19,0.83
