,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.51,0.08,0.82,0.19,0.0,0.0
columba.csv,0.72,0.03,0.78,0.24,0.55,0.57
emftriple.csv,0.23,0.54,0.15,0.0,0.2,0.29
fluent-nhibernate.csv,0.78,0.0,0.62,0.49,0.43,0.45
gpsmid.csv,0.84,0.11,0.86,0.35,0.53,0.53
xamj.csv,0.8,0.12,0.83,0.17,0.62,0.47
