,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.33,0.48,0.4,0.29,0.3,0.29,0.0,0.36,0.12,0.62,0.58,0.2,0.02,0.38
calcubetimer.csv,0.86,0.45,0.29,0.7,0.3,0.29,0.87,0.29,0.36,0.0,0.33,0.32,0.53,0.34
chaosrts.csv,0.29,0.42,0.42,0.21,0.56,0.28,0.48,0.13,0.51,0.4,0.26,0.81,0.02,0.31
chaperon.csv,0.49,0.15,0.65,0.31,0.61,0.98,0.3,0.01,0.59,0.73,0.15,0.18,0.27,0.53
dxengine.csv,0.67,0.4,0.74,0.64,0.0,0.55,0.0,0.65,0.56,0.27,0.52,0.39,0.63,0.51
emono.csv,0.46,0.43,0.62,0.34,0.39,0.66,0.0,0.57,0.61,0.51,0.51,0.0,0.53,0.67
factor.csv,0.0,0.5,0.29,0.17,0.2,0.0,0.71,0.0,0.28,0.0,0.29,0.01,0.92,0.11
jas.csv,0.23,0.28,0.71,0.67,0.6,0.57,0.0,0.22,0.52,0.87,0.37,0.23,0.62,0.36
jmoney.csv,0.81,0.46,0.72,0.51,0.53,0.54,0.69,0.23,0.42,0.63,0.29,0.66,0.31,0.43
jmonkeyengine.csv,0.22,0.23,0.54,0.65,0.64,0.37,0.41,0.33,0.27,0.34,0.17,0.55,0.72,0.09
matrex.csv,0.72,0.36,0.09,0.62,0.07,0.29,0.29,0.81,0.24,0.43,0.0,0.47,0.2,0.01
primefaces.csv,0.57,0.5,0.17,0.76,0.39,0.68,0.58,0.78,0.53,0.55,0.8,0.74,0.52,0.0
roolo.csv,0.5,0.58,0.57,0.28,0.37,0.47,0.62,0.43,0.8,0.21,0.49,0.38,0.06,0.55
sblim.csv,0.73,0.47,0.63,0.87,0.32,0.52,0.17,0.68,0.42,0.0,0.54,0.34,0.68,0.09
