,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,94.5,532.0,99.0,379.0,194.0,638.0,97.5,99.0,852.0,196.0,97.5,99.0,97.5,196.0
calcubetimer.csv,97.5,1061.5,99.0,288.5,194.0,322.0,97.5,174.0,98.5,211.5,94.5,99.0,97.5,196.0
chaosrts.csv,190.0,261.5,97.5,187.0,860.0,96.5,94.5,86.5,99.0,197.0,94.5,99.0,97.5,94.5
chaperon.csv,97.5,20.0,94.5,288.5,96.5,96.5,86.5,85.5,99.0,196.0,97.5,99.0,729.5,196.5
dxengine.csv,97.5,1062.0,94.5,384.0,40.0,96.5,88.5,909.0,99.0,98.5,98.5,89.5,701.5,295.0
emono.csv,97.5,1879.0,99.0,190.0,376.0,583.5,97.5,99.0,99.0,197.0,99.0,99.0,97.5,295.0
factor.csv,77.5,1701.0,99.0,630.5,75.5,60.5,97.5,210.5,180.0,10.5,99.0,37.5,82.5,87.5
jas.csv,175.0,1013.5,97.5,287.5,170.0,96.5,85.5,99.0,99.0,98.5,99.0,98.5,681.5,196.0
jmoney.csv,97.5,609.5,97.5,384.0,691.0,96.5,97.5,86.5,95.5,196.0,94.5,99.0,97.5,295.0
jmonkeyengine.csv,94.5,2023.0,99.0,287.5,89.5,96.5,92.5,1820.0,99.0,197.0,99.0,89.5,97.5,295.0
matrex.csv,97.5,216.5,83.5,190.0,51.5,61.5,94.5,86.5,90.0,298.0,0.0,99.0,299.0,81.5
primefaces.csv,97.5,1400.0,99.0,288.5,194.0,96.5,97.5,645.5,99.0,197.0,98.5,99.0,97.5,295.0
roolo.csv,537.0,548.0,97.5,2621.5,194.0,96.5,97.5,99.0,99.0,197.0,98.5,99.0,97.5,295.0
sblim.csv,97.5,582.5,99.0,286.5,243.5,658.0,89.5,377.0,98.5,989.5,99.0,99.0,97.5,295.0
