,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.59,0.96,0.75,0.95,0.83,0.83
fluent-nhibernate.csv,0.98,0.97,0.47,0.52,0.69,0.6
h2database.csv,0.55,0.59,0.89,0.44,0.96,0.59
jaql.csv,0.4,0.52,0.54,0.46,0.7,0.59
raven-monitoring.csv,0.91,0.61,0.57,0.66,0.87,0.48
v8.csv,0.99,0.72,0.46,0.48,0.49,0.7
