,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.71,0.11,0.07,0.23,0.04,0.15
fluent-nhibernate.csv,0.39,0.29,0.36,0.45,0.26,0.91
h2database.csv,0.62,0.71,0.13,0.68,0.15,0.81
jaql.csv,0.73,0.56,0.38,0.65,0.24,0.73
raven-monitoring.csv,0.21,0.31,0.72,0.37,0.26,0.52
v8.csv,0.09,0.5,0.44,0.44,0.83,0.49
