,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.7,0.09,0.06,0.19,0.03,0.12
fluent-nhibernate.csv,0.34,0.25,0.34,0.41,0.22,0.94
h2database.csv,0.61,0.7,0.11,0.68,0.12,0.82
jaql.csv,0.8,0.53,0.34,0.63,0.2,0.71
raven-monitoring.csv,0.18,0.28,0.71,0.33,0.22,0.53
v8.csv,0.07,0.47,0.66,0.59,0.82,0.47
