,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.23,0.9,0.37,0.33,0.08,0.49,0.23
ivatamasks.csv,0.08,0.43,0.29,0.99,0.57,0.53,0.6
ivataopenportal.csv,0.85,0.14,0.95,0.46,0.98,0.81,0.68
kolmafia.csv,0.69,0.62,0.41,0.79,0.59,1.0,0.67
mb-unit.csv,0.23,0.62,1.0,0.99,0.9,0.49,0.6
nova.csv,0.92,0.62,0.46,0.32,0.39,0.57,0.53
olex2.csv,0.23,0.43,0.46,0.84,0.62,0.51,0.97
