,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1.0,0.0,0.0,1.0,0.0,5.0,4.0
ivatamasks.csv,0.0,33.0,0.0,0.0,1.0,3.0,0.0
ivataopenportal.csv,19.0,39.0,0.0,0.0,0.0,10.0,4.0
kolmafia.csv,3.0,0.0,0.0,2.0,2.0,0.0,7.0
mb-unit.csv,0.0,2.0,0.0,2.0,0.0,5.0,2.0
nova.csv,0.0,16.0,0.0,1.0,0.0,3.0,9.0
olex2.csv,1.0,4.0,0.0,1.0,4.0,2.0,0.0
