,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.85,0.89,0.67,0.7,0.95,0.5,0.77
ivatamasks.csv,0.0,0.75,0.79,0.42,0.4,0.49,0.47
ivataopenportal.csv,0.43,0.85,0.43,0.66,0.57,0.4,0.43
kolmafia.csv,0.42,0.47,0.49,0.41,0.45,0.42,0.35
mb-unit.csv,0.75,0.56,0.45,0.43,0.43,0.49,0.39
nova.csv,0.75,0.7,0.6,0.53,0.49,0.43,0.46
olex2.csv,0.86,0.74,0.58,0.43,0.48,0.55,0.53
