,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.83,0.37,0.99,0.35,0.3,0.49,0.87,0.69,0.75,0.25,0.49,0.88,0.62,0.33,0.72,0.56
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.89,0.87,0.84,0.67
bnetd.csv,0.92,1.0,0.9,0.3,0.6,0.28,0.57,1.0,0.62,0.25,0.17,1.0,0.78,0.8,0.91,0.83
elvishrayrenderer.csv,0.33,0.95,0.0,0.61,0.2,0.26,0.13,0.07,0.16,0.75,0.06,0.75,0.62,0.53,0.17,0.28
emisview.csv,0.42,0.0,0.21,0.13,0.1,0.3,0.04,0.2,0.23,0.0,0.2,0.62,0.22,0.2,0.19,0.0
findbugs.csv,1.0,0.42,0.97,0.28,0.8,0.77,0.48,0.78,0.47,0.0,0.89,0.5,0.42,0.53,0.88,0.67
hazelcast.csv,0.83,0.42,0.22,0.63,0.0,0.87,0.83,0.6,0.85,0.38,0.4,0.62,0.78,0.8,0.57,0.56
jitterbit.csv,1.0,0.74,0.19,0.5,0.7,0.53,0.22,0.2,0.2,0.25,0.91,0.25,0.56,0.47,0.67,0.44
jppf-project.csv,0.75,0.74,0.81,0.35,0.3,0.55,0.7,0.82,0.78,0.75,0.69,0.12,0.53,0.6,0.42,0.78
megasquirtavr.csv,1.0,1.0,0.15,0.93,1.0,1.0,0.91,0.87,0.58,0.88,1.0,0.88,0.96,0.8,0.93,0.83
stajistics.csv,0.58,1.0,0.0,1.0,0.3,1.0,0.26,0.24,0.52,1.0,0.89,1.0,0.96,1.0,0.38,0.83
trackit.csv,0.67,0.0,0.84,0.5,0.7,0.34,0.52,0.16,0.56,0.25,0.89,0.0,0.29,0.07,0.28,0.11
tweetsharp.csv,0.67,0.0,0.96,0.61,1.0,0.68,0.65,0.29,0.59,0.38,0.97,0.5,0.51,0.33,0.71,0.17
wxlua.csv,0.25,0.89,0.81,0.87,0.6,0.21,0.52,0.04,0.38,0.62,0.97,0.62,0.13,0.67,0.19,0.72
x4x.csv,0.42,0.47,0.41,0.5,0.6,0.19,0.7,0.73,0.45,0.25,0.37,0.75,0.56,0.6,0.55,0.67
xharbour.csv,0.92,0.05,0.63,0.5,0.2,0.64,0.52,0.64,0.57,0.5,0.89,0.62,0.78,0.67,0.67,0.5
