,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.87,0.72,0.68,0.53,0.57,0.54,0.91,0.4,0.65,0.69
fritzing.csv,0.57,0.42,0.42,0.48,0.48,0.51,0.9,0.76,0.55,0.6
jlinalg.csv,0.18,0.77,0.88,0.8,0.64,0.66,0.94,0.75,0.62,0.81
knowledge.csv,0.25,0.57,0.67,0.86,0.16,0.65,0.86,0.78,0.53,0.74
massiv.csv,0.84,0.68,0.66,1.0,1.0,0.03,1.0,0.48,1.0,0.98
multitude.csv,0.94,0.6,0.69,0.77,0.44,0.66,0.72,0.63,0.72,0.39
playerstage.csv,0.52,0.52,0.55,0.35,0.47,0.6,0.9,0.61,0.69,0.6
quarkplusplus.csv,0.22,0.6,0.6,0.63,0.53,0.54,0.94,0.54,0.44,0.62
rtrt-on-gpu.csv,0.83,0.88,0.85,0.88,1.04,1.07,0.41,0.96,0.96,0.82
superwaba.csv,0.75,0.35,0.52,0.78,0.48,0.63,0.84,0.76,0.6,0.62
