,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.71,0.74,0.52,0.72,0.97,0.02,0.14,0.59,0.53,0.7
fritzing.csv,0.84,0.56,0.68,0.6,0.96,0.01,0.5,0.45,0.53,0.69
jlinalg.csv,0.98,0.32,0.44,0.4,0.94,0.01,0.13,0.33,0.48,0.52
knowledge.csv,0.95,0.46,0.54,0.42,1.0,0.01,0.12,0.29,0.56,0.57
massiv.csv,1.0,0.7,0.67,0.0,0.0,0.2,0.0,0.5,0.0,1.0
multitude.csv,0.76,0.42,0.54,0.44,0.96,0.01,0.17,0.4,0.46,0.75
playerstage.csv,0.96,0.48,0.6,0.68,0.96,0.01,0.25,0.43,0.45,0.67
quarkplusplus.csv,0.94,0.43,0.56,0.61,1.0,0.02,0.07,0.41,0.64,0.67
rtrt-on-gpu.csv,0.82,0.29,0.39,0.3,0.84,0.0,0.6,0.14,0.21,0.44
superwaba.csv,0.87,0.65,0.64,0.5,1.0,0.01,0.14,0.35,0.67,0.68
