,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.19,0.65,0.12,0.35,0.71,0.23,0.12,0.51,0.78,0.64,0.37,0.57,0.36,0.3,0.88,0.94,0.47
bwapi.csv,0.95,0.84,0.96,0.97,0.54,0.98,1.0,0.92,0.45,0.71,1.0,0.9,0.91,0.99,0.18,0.22,0.86
co-ode-owl-plugins.csv,0.57,0.38,0.29,0.65,0.49,0.47,0.08,0.12,0.81,0.92,0.08,0.13,0.35,0.75,0.52,0.92,0.43
firebreath.csv,0.14,0.47,0.47,0.29,0.6,0.33,0.21,0.83,0.79,0.49,0.64,0.13,0.58,0.33,0.18,0.53,0.2
frogatto.csv,0.29,0.58,0.72,0.61,0.49,0.47,0.63,0.9,0.42,0.36,0.97,0.47,0.67,0.99,0.24,0.56,0.49
gretl.csv,0.43,0.45,0.38,0.32,0.91,0.57,0.27,0.32,0.56,0.96,0.32,0.33,0.47,0.75,0.94,0.97,0.64
jasperreports.csv,0.38,0.56,0.93,0.83,0.54,0.83,1.0,0.96,0.65,0.12,0.92,0.63,0.65,0.13,0.55,0.0,0.75
konversation.csv,0.14,0.22,0.2,0.21,0.09,0.42,0.33,0.24,0.19,0.73,0.37,0.17,0.36,0.31,0.06,0.06,0.36
linuxsh.csv,0.38,0.27,0.16,0.07,0.6,0.2,0.06,0.12,0.74,0.83,0.02,0.07,0.24,0.15,0.42,0.81,0.21
moviesandbox.csv,0.76,0.31,0.47,0.42,0.4,0.51,0.15,0.2,0.43,0.64,0.07,0.13,0.36,0.39,0.3,0.72,0.5
ontomorphtab.csv,0.19,0.53,0.39,0.31,0.54,0.36,0.35,0.58,0.49,0.48,0.24,0.17,0.45,0.27,0.3,0.11,0.36
opengs.csv,0.0,0.24,0.1,0.19,0.43,0.17,0.0,0.02,0.29,0.17,0.0,0.1,0.24,0.18,0.21,0.19,0.24
scite-ru.csv,0.57,0.24,0.4,0.46,0.69,0.53,0.23,0.61,0.48,0.77,0.75,0.17,0.49,0.99,0.52,0.89,0.64
tokratan.csv,0.19,0.35,0.19,0.17,0.4,0.2,0.0,0.04,0.03,0.22,0.27,0.37,0.38,0.56,0.0,0.0,0.24
vrjuggler.csv,0.1,0.0,0.06,0.01,0.06,0.01,0.06,0.11,0.04,0.04,0.39,0.0,0.04,0.69,0.39,0.22,0.05
wxcode.csv,0.05,0.18,0.12,0.15,0.23,0.14,0.04,0.02,0.0,0.04,0.17,0.13,0.31,0.35,0.0,0.0,0.17
xuggle.csv,0.19,0.69,0.29,0.22,0.54,0.45,0.42,0.41,0.45,0.3,0.39,0.4,0.62,0.96,0.48,0.69,0.37
