,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.51,0.08,0.99,0.13,0.11,0.38,0.62
fw4spl.csv,0.38,0.12,0.33,1.0,0.5,0.56,0.64
kftpgrabber.csv,0.55,0.22,0.67,0.24,0.17,1.0,0.62
kolmafia.csv,0.53,0.05,0.51,0.13,0.11,0.39,1.0
lazarus-ccr.csv,1.0,0.06,0.51,0.14,0.1,0.33,0.48
mia.csv,0.47,0.06,0.75,0.12,1.0,0.5,0.61
plee-the-bear.csv,0.42,1.0,0.4,0.29,0.0,0.17,0.65
