,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,2.0,164.0,0.0,46.0,17.0,10.0,0.0
fw4spl.csv,1.0,25.0,0.0,0.0,0.0,2.0,2.0
kftpgrabber.csv,3.0,9.0,3.0,16.0,19.0,0.0,2.0
kolmafia.csv,0.0,67.0,1.0,30.0,4.0,4.0,0.0
lazarus-ccr.csv,0.0,63.0,0.0,63.0,8.0,24.0,3.0
mia.csv,5.0,79.0,1.0,52.0,0.0,2.0,1.0
plee-the-bear.csv,2.0,0.0,0.0,2.0,195.0,6.0,3.0
