,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.71,0.61,0.01,0.58,0.57,0.52,0.46
fw4spl.csv,0.29,0.12,0.27,0.0,0.01,0.18,0.13
kftpgrabber.csv,0.36,0.13,0.12,0.17,0.13,0.0,0.38
kolmafia.csv,0.54,0.26,0.22,0.21,0.39,0.23,0.0
lazarus-ccr.csv,0.0,0.95,0.94,0.93,0.93,1.0,0.77
mia.csv,0.57,0.42,0.04,0.39,0.0,0.06,0.23
plee-the-bear.csv,0.5,0.0,0.33,0.03,0.03,0.24,0.21
