,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.33,0.34,0.51,0.42,0.28,0.0,0.2,0.59,0.05,0.08,0.36,0.0,0.12,0.09,0.24
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14
fceugc.csv,0.06,0.09,0.23,0.17,0.0,0.0,0.02,0.1,0.03,0.54,0.04,0.22,0.42,0.19,0.35
gnukeda.csv,0.31,0.0,0.72,0.67,0.63,0.5,0.58,0.55,0.77,0.58,0.49,0.73,0.91,0.57,0.65
gusanos.csv,0.38,0.41,0.64,0.79,0.6,0.5,0.83,0.0,0.79,0.88,0.38,0.71,0.56,0.65,0.68
micomt.csv,0.08,0.0,0.01,0.11,0.12,0.0,0.0,0.0,0.0,0.17,0.06,0.15,0.05,0.02,0.47
modplug.csv,0.58,0.34,0.55,0.67,0.44,0.5,0.59,0.59,0.65,0.0,0.49,0.33,0.46,0.33,0.47
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98
openfrag.csv,0.59,0.31,0.57,0.51,0.37,1.0,0.27,0.55,0.33,0.46,0.0,0.6,0.81,0.28,0.51
oscarmcmaster.csv,0.28,0.06,0.04,0.26,0.05,0.0,0.02,0.14,0.0,0.08,0.04,0.13,0.31,0.01,0.0
pidgin.csv,0.02,0.25,0.57,0.73,0.28,1.0,0.47,0.31,0.41,0.33,0.55,0.56,0.72,0.5,0.56
repositorium.csv,0.06,0.25,0.04,0.04,0.23,0.0,0.02,0.41,0.0,0.75,0.21,0.2,0.66,0.32,0.51
unimrcp.csv,0.0,0.03,0.0,0.11,0.02,0.0,0.12,0.03,0.07,0.0,0.0,0.07,0.26,0.05,0.15
xapian.csv,0.31,0.22,0.08,0.4,0.26,0.5,0.34,0.28,0.31,0.12,0.23,0.16,0.32,0.0,0.21
xqilla.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
