,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.42,0.67,0.49,0.55,0.71,0.72,0.79,0.4,0.86,0.69,0.5,0.52,0.93,0.81,0.65
emulemorph.csv,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.96
fceugc.csv,0.84,0.88,0.75,0.84,0.63,0.97,0.0,0.88,0.67,0.51,0.93,0.73,0.53,0.75,0.63
gnukeda.csv,0.45,0.59,0.46,0.55,0.4,0.52,0.59,0.53,0.4,0.41,0.48,0.46,0.4,0.53,0.45
gusanos.csv,0.34,0.49,0.37,0.41,0.33,0.45,0.37,0.42,0.39,0.4,0.45,0.41,0.48,0.43,0.42
micomt.csv,0.51,0.86,0.75,0.92,0.91,0.96,0.91,0.86,0.0,0.88,0.93,0.64,0.86,0.75,0.66
modplug.csv,0.34,0.55,0.37,0.41,0.5,0.4,0.47,0.42,0.45,0.43,0.49,0.46,0.55,0.49,0.49
ogre.csv,0.37,0.44,0.41,0.41,0.39,0.43,0.4,0.42,0.41,0.42,0.43,0.39,0.39,0.39,0.36
openfrag.csv,0.35,0.48,0.37,0.5,0.68,0.66,0.68,0.41,0.59,0.45,0.53,0.45,0.35,0.59,0.43
oscarmcmaster.csv,0.51,0.88,0.89,0.72,0.75,0.88,0.8,0.95,0.0,0.88,0.86,0.93,0.97,0.67,0.98
pidgin.csv,0.4,0.52,0.42,0.42,0.48,0.46,0.5,0.43,0.56,0.38,0.45,0.44,0.33,0.51,0.43
repositorium.csv,0.79,0.93,0.83,0.75,0.93,0.82,0.5,0.93,0.89,0.61,0.96,0.57,0.34,0.76,0.55
unimrcp.csv,0.94,0.78,0.63,0.92,0.5,0.93,0.88,0.92,0.83,0.83,0.88,0.88,0.55,0.86,0.97
xapian.csv,0.71,0.63,0.88,0.49,0.52,0.54,0.78,0.66,0.55,0.55,0.78,0.71,0.44,0.83,0.88
xqilla.csv,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
