,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.0,0.0,2.0,10.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,119.0,0.0,1.0
emulemorph.csv,226.0,0.0,100.0,0.0,63.0,226.0,71.0,95.0,96.0,78.0,118.0,121.0,119.0,113.0,6.0
fceugc.csv,0.0,0.0,9.0,15.0,0.0,0.0,71.0,0.0,96.0,2.0,1.0,0.0,30.0,2.0,2.0
gnukeda.csv,0.0,0.0,21.0,1.0,14.0,0.0,3.0,3.0,16.0,0.0,0.0,1.0,54.0,0.0,6.0
gusanos.csv,0.0,0.0,2.0,27.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,40.0,8.0,2.0
micomt.csv,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,1.0,10.0
modplug.csv,0.0,1.0,11.0,18.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,24.0,0.0,4.0
ogre.csv,1.0,2.0,14.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,60.0,1.0,11.0
openfrag.csv,4.0,0.0,6.0,34.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,53.0,9.0,1.0
oscarmcmaster.csv,0.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,119.0,0.0,0.0
pidgin.csv,0.0,0.0,3.0,24.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,1.0,31.0,0.0,12.0
repositorium.csv,2.0,1.0,2.0,109.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,22.0,1.0,7.0
unimrcp.csv,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,96.0,0.0,0.0,3.0,23.0,1.0,18.0
xapian.csv,1.0,0.0,3.0,28.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,30.0,0.0,2.0
xqilla.csv,226.0,70.0,100.0,1.0,0.0,226.0,71.0,95.0,96.0,78.0,118.0,121.0,0.0,0.0,224.0
