,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.0,0.67,0.92,0.61,0.31,0.57
ppcboot.csv,0.48,0.36,0.03,0.67,0.89,0.42
simplewebservices.csv,0.74,0.75,0.95,0.43,0.01,0.8
uwom.csv,0.47,0.09,0.98,0.65,0.6,0.01
wow-qrsk.csv,0.61,0.0,0.76,0.14,0.33,0.02
wxstudio.csv,0.27,0.48,0.34,0.0,0.21,0.46
