,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.26,0.33,0.29,0.59,0.79,0.88,0.22,0.93,0.2,0.38,0.42,0.61,0.48,0.27,0.23,0.0,0.13,0.0,0.38
bzbyte.csv,0.01,0.0,1.0,0.65,0.05,1.0,0.63,0.0,0.0,1.0,0.79,0.33,0.0,1.0,1.0,1.0,1.0,1.0,0.0
chrysalis.csv,0.18,0.52,0.16,0.71,0.41,0.44,0.3,0.7,0.8,0.33,0.37,0.72,0.46,0.27,0.52,0.0,0.23,1.0,0.91
dspace-gsoc.csv,0.36,0.81,0.13,0.41,0.9,0.94,0.52,0.78,0.81,0.25,0.42,0.83,0.47,0.5,0.51,0.0,0.37,1.0,0.95
fbmanager.csv,0.03,0.05,0.19,0.24,0.02,0.31,0.22,0.0,0.0,0.08,0.26,0.22,0.0,0.09,0.34,0.0,0.22,0.0,0.0
fityk.csv,0.51,0.9,0.58,0.41,0.74,0.75,0.41,0.74,0.58,0.33,0.58,0.83,0.81,0.36,0.81,0.0,0.37,1.0,0.27
fleet-simulator.csv,0.97,0.9,1.0,0.82,0.84,0.62,1.0,0.78,0.5,1.0,0.79,0.61,0.97,0.91,0.62,0.0,0.43,1.0,0.65
freenet.csv,0.71,0.9,0.87,0.59,0.37,0.38,0.96,0.67,0.94,0.79,0.84,0.56,0.91,0.95,0.71,1.0,0.69,1.0,0.67
google-caja.csv,0.38,0.95,0.42,0.53,0.9,1.0,0.93,0.3,1.0,0.29,0.89,1.0,0.84,0.77,0.86,0.38,0.54,1.0,0.99
k3b.csv,0.41,1.0,0.68,0.65,0.81,0.94,0.52,0.67,0.78,0.29,1.0,0.83,0.69,0.73,0.53,1.0,0.93,0.0,0.68
mediaportal.csv,0.1,0.24,0.0,0.12,0.07,0.25,0.11,0.07,0.11,0.08,0.26,0.0,0.24,0.14,0.13,0.0,0.02,0.0,0.1
myfaces.csv,0.32,0.24,0.19,0.47,0.32,0.38,0.33,0.07,0.17,0.29,0.32,0.44,0.55,0.5,0.11,0.0,0.07,0.0,0.46
onotoa.csv,0.85,0.38,0.48,0.94,0.35,0.56,0.44,0.26,0.89,0.79,0.79,0.39,0.61,0.77,0.82,0.0,0.19,1.0,0.75
paintown.csv,0.21,0.57,0.71,0.94,0.66,0.81,1.0,1.0,0.92,0.42,0.63,0.44,0.57,0.5,0.79,1.0,0.93,1.0,0.97
poormans.csv,0.26,0.38,0.26,0.18,0.19,0.19,0.26,0.11,0.24,0.17,0.37,0.11,0.76,0.45,0.19,0.0,0.07,0.0,0.04
sqlpower-library.csv,1.0,1.0,1.0,0.35,0.89,0.69,1.0,0.52,0.88,1.0,1.0,0.94,1.0,1.0,0.94,1.0,0.6,1.0,0.78
triplea.csv,0.23,0.24,0.23,0.65,0.83,0.62,0.3,0.44,0.95,0.46,0.53,0.67,0.52,0.41,0.65,0.0,0.34,0.0,0.65
xamj.csv,0.26,0.19,0.39,0.18,0.88,0.69,0.56,0.81,0.31,0.33,0.53,0.61,0.66,0.41,0.54,0.0,0.2,0.0,0.21
