,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.92,0.51,0.8,0.5,0.44,0.92,0.84,0.58,0.73,0.53,0.48,0.5,0.0,0.65,0.69
atlc.csv,0.56,0.49,0.48,0.44,0.5,0.52,0.48,0.51,0.9,0.57,0.55,0.39,0.35,0.51,0.66
bwapi.csv,0.39,0.41,0.42,0.39,0.32,0.4,0.4,0.54,0.44,0.63,0.58,0.33,0.34,0.39,0.67
cubefs.csv,0.4,0.41,0.42,0.41,0.33,0.4,0.49,0.5,0.41,0.95,0.58,0.0,0.8,0.43,0.56
freewrl.csv,0.4,0.41,0.4,0.5,0.31,0.41,0.39,0.48,0.42,0.46,0.46,0.4,0.34,0.39,0.56
iaml.csv,0.86,0.52,0.5,0.0,0.75,0.47,0.57,0.91,0.88,0.95,0.54,0.57,0.64,0.47,0.83
jrdf.csv,0.92,0.42,0.88,0.82,0.55,0.39,0.45,0.94,0.56,0.0,0.92,0.0,0.59,0.46,0.71
kwave.csv,0.81,0.41,0.38,0.0,0.36,0.4,0.4,0.93,0.41,0.71,0.49,0.0,0.38,0.34,0.56
oscarmcmaster.csv,0.82,0.64,0.9,0.67,0.4,0.76,0.62,0.44,0.75,0.62,0.46,0.8,0.41,0.57,0.64
rtrt-on-gpu.csv,0.89,0.46,0.94,0.65,0.44,0.61,0.71,0.94,0.93,0.62,0.95,0.83,0.75,0.66,0.94
theresa.csv,0.6,0.64,0.47,0.5,0.55,0.35,0.52,0.68,0.64,0.69,0.46,0.47,0.62,0.44,0.41
thrust.csv,0.8,0.0,0.0,0.87,0.93,0.9,0.99,0.77,0.0,0.93,0.95,0.76,0.63,0.97,0.96
tktoolkit.csv,0.42,0.75,0.44,0.45,0.46,0.79,0.62,0.41,0.43,0.6,0.49,0.88,0.51,0.41,0.57
xstore.csv,0.76,0.41,0.41,0.5,0.75,0.38,0.52,0.62,0.52,0.58,0.42,0.0,0.78,0.48,0.61
yaprm.csv,0.44,0.0,0.62,0.62,0.43,0.64,0.68,0.51,0.67,0.94,0.72,0.33,0.44,0.58,0.92
