,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.57,0.09,0.22,0.91,0.55,0.31,0.4,0.52,0.45,0.04,0.05,0.59,0.31,0.42,0.29,0.16
betoffice.csv,0.2,0.31,0.07,0.37,0.33,0.26,0.2,0.93,0.18,0.78,0.45,0.37,0.0,0.38,0.45,0.17
bionote.csv,0.17,0.0,0.06,0.0,0.13,0.08,0.0,0.0,0.2,0.0,0.0,0.06,0.93,0.15,0.19,0.0
bnetd.csv,0.75,0.85,0.39,0.52,0.72,0.47,0.27,0.65,0.47,0.63,0.99,0.89,0.33,0.75,0.37,0.21
emisview.csv,0.36,0.31,0.35,0.42,0.33,0.98,0.31,0.21,0.4,0.36,0.1,0.46,0.22,0.55,0.33,0.06
findbugs.csv,0.39,0.61,0.29,0.23,0.36,0.33,0.58,0.43,0.47,0.8,0.49,0.36,0.38,0.36,0.98,0.06
hazelcast.csv,0.83,0.9,0.45,0.5,1.0,0.47,0.69,0.62,0.41,0.81,0.66,0.94,0.23,0.74,0.51,0.2
jitterbit.csv,0.34,0.61,0.29,0.23,0.47,0.28,0.28,0.25,0.98,0.58,0.64,0.21,0.29,0.54,0.46,0.03
jppf-project.csv,0.84,0.9,0.29,0.47,0.86,0.47,0.75,0.56,0.32,0.96,0.67,1.0,0.21,0.72,0.55,0.11
kolmafia.csv,0.65,0.71,0.17,0.47,0.66,0.46,0.26,0.47,0.45,0.47,0.32,0.71,0.38,0.98,0.45,0.06
megasquirtavr.csv,0.86,0.9,0.97,0.49,0.92,0.46,0.78,0.63,0.42,0.96,0.69,0.96,0.24,0.71,0.54,0.16
qedo.csv,0.0,0.07,0.08,0.21,0.04,0.07,0.14,0.0,0.02,0.53,0.25,0.34,0.0,0.0,0.0,1.0
trackit.csv,0.63,0.58,0.32,0.31,0.71,0.26,0.96,0.39,0.24,0.37,0.25,0.65,0.3,0.52,0.41,0.08
wxlua.csv,0.86,0.89,0.39,0.47,0.88,0.49,0.78,0.67,0.42,1.0,0.64,0.93,0.19,0.69,0.55,0.18
x4x.csv,0.99,0.8,0.32,0.48,0.84,0.43,0.72,0.45,0.29,0.43,0.63,0.67,0.25,0.68,0.54,0.17
xharbour.csv,0.85,1.0,0.4,0.45,0.84,0.37,0.77,0.52,0.43,0.58,0.67,0.41,0.23,0.58,0.6,0.15
