,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
betoffice.csv,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,3.0,0.0,52.0
bionote.csv,0.0,105.0,12.0,67.0,0.0,2.0,63.0,89.0,0.0,95.0,73.0,0.0,0.0,1.0,1.0,260.0
bnetd.csv,1.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0
emisview.csv,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,11.0
findbugs.csv,0.0,5.0,18.0,7.0,0.0,4.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
hazelcast.csv,0.0,0.0,2.0,13.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,2.0,1.0,11.0
jitterbit.csv,0.0,0.0,17.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,23.0
jppf-project.csv,0.0,0.0,18.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0
kolmafia.csv,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
megasquirtavr.csv,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,5.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0
qedo.csv,53.0,1.0,3.0,2.0,0.0,2.0,0.0,89.0,0.0,0.0,3.0,0.0,59.0,85.0,72.0,0.0
trackit.csv,1.0,0.0,1.0,8.0,2.0,6.0,0.0,1.0,9.0,0.0,1.0,0.0,13.0,1.0,0.0,7.0
wxlua.csv,0.0,0.0,11.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,1.0,0.0,26.0,5.0,1.0,0.0
x4x.csv,0.0,0.0,1.0,9.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,18.0,4.0,1.0,20.0
xharbour.csv,0.0,0.0,6.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,3.0,0.0,11.0,7.0,0.0,0.0
