,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.74,0.95,0.82,0.1,1.06,0.76,0.74,0.69,0.56,0.99,0.97,0.93,0.54,0.75,0.8,0.67
betoffice.csv,0.92,1.01,0.95,0.77,0.81,0.81,0.9,0.13,0.88,0.7,0.8,0.81,1.02,0.75,0.64,0.67
bionote.csv,0.91,1.0,0.97,1.0,1.01,0.96,1.0,1.0,0.89,1.0,1.0,0.97,0.12,0.92,0.89,1.0
bnetd.csv,0.95,1.0,0.57,0.56,0.63,0.66,0.91,0.66,0.59,0.64,0.03,0.88,0.53,0.53,1.05,0.61
emisview.csv,0.83,0.82,0.71,0.66,0.8,0.04,0.82,0.88,0.65,0.78,0.95,0.79,0.77,0.6,0.76,0.93
findbugs.csv,0.92,0.7,0.95,0.86,0.91,0.75,0.62,0.8,0.54,0.48,0.8,0.78,0.53,0.79,0.04,0.92
hazelcast.csv,0.84,0.9,0.49,0.83,0.0,0.96,0.9,0.88,0.94,0.91,0.72,1.0,0.87,0.85,0.88,0.71
jitterbit.csv,0.91,0.6,0.95,0.84,0.7,0.78,0.83,0.86,0.03,0.84,0.6,0.88,0.65,0.69,0.64,0.99
jppf-project.csv,0.68,1.0,0.9,1.0,0.71,0.91,0.96,0.96,0.97,1.0,1.0,0.0,0.86,0.8,0.81,0.99
kolmafia.csv,0.67,0.61,0.9,0.59,0.51,0.62,0.86,0.69,0.58,0.78,0.8,0.76,0.43,0.04,0.67,0.92
megasquirtavr.csv,0.92,1.0,0.05,0.98,0.9,1.0,0.96,0.88,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.98
qedo.csv,1.0,0.97,0.95,0.87,0.98,0.96,0.93,1.0,0.99,0.73,0.86,0.79,1.0,1.0,1.0,0.0
trackit.csv,0.69,0.61,0.8,0.77,0.51,0.81,0.07,0.74,0.91,0.99,0.87,0.62,0.58,0.63,0.71,0.87
wxlua.csv,0.92,1.0,0.76,1.0,1.0,0.91,0.96,1.0,0.98,0.0,0.98,1.0,0.99,0.98,0.98,0.85
x4x.csv,0.02,0.5,0.8,0.67,0.38,0.61,0.73,0.7,0.85,0.76,0.78,0.69,0.82,0.83,0.78,0.67
xharbour.csv,1.0,0.0,0.76,0.65,0.91,0.69,0.67,0.84,0.62,0.69,0.95,0.75,0.7,0.67,0.55,0.79
