,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,1.0,0.93,0.7,0.09,0.99,1.0,1.0
flylegacy.csv,0.77,0.66,0.05,0.67,0.68,0.61,0.79
jguard.csv,0.63,0.96,0.61,0.68,0.67,0.04,0.68
mob-sen-plat.csv,0.84,0.05,0.87,0.82,0.86,0.66,0.9
raygina.csv,0.04,0.91,0.88,0.7,0.69,0.79,0.72
upp-mirror.csv,0.49,0.87,0.59,0.59,0.05,0.77,0.77
wishmaster.csv,0.9,0.82,0.73,0.57,0.85,0.86,0.14
