,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.43,0.57,0.94,0.14,0.45,0.92,0.5,1.0,0.54,0.75,0.36,0.95,0.49,0.48,0.45,0.92,1.0
checker-framework.csv,0.55,0.57,0.75,0.29,0.45,0.46,0.69,0.42,0.92,0.33,0.54,0.45,0.65,0.19,0.3,0.64,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.07,0.0,0.0,0.29,0.09,0.23,0.12,0.04,0.08,0.04,0.36,0.09,0.02,0.9,0.25,0.0,0.0
fontforge.csv,0.57,0.5,0.62,0.29,0.45,0.77,0.25,0.5,0.69,0.96,0.46,0.55,0.2,0.19,0.55,0.61,1.0
gusanos.csv,0.68,0.64,0.62,0.71,0.91,0.69,0.5,0.62,0.54,0.88,0.73,0.68,0.53,0.38,0.97,0.64,0.0
jvcl.csv,0.14,0.0,0.81,0.14,0.09,0.0,0.0,0.04,0.15,0.0,0.08,0.0,0.07,0.0,0.0,0.28,0.4
kwave.csv,0.2,0.07,0.25,0.14,0.09,0.15,0.88,0.12,0.0,0.42,0.08,0.32,0.09,0.19,0.1,0.14,0.0
liferea.csv,0.34,0.21,0.81,0.14,0.27,1.0,0.0,0.33,0.54,0.42,0.26,0.36,0.15,0.0,0.27,0.5,0.0
lockss.csv,0.3,0.07,0.81,0.0,0.27,0.0,0.0,0.08,0.08,0.0,0.25,0.86,0.09,0.0,0.06,0.33,0.0
magicwars.csv,0.93,1.0,0.75,1.0,1.0,1.0,0.81,0.92,1.0,0.92,0.95,0.82,0.71,0.95,0.99,0.94,1.0
psrchive.csv,0.0,0.93,0.44,0.29,0.09,0.08,0.25,0.08,0.31,0.38,0.07,0.36,0.13,0.0,0.34,0.17,0.0
pydev.csv,0.34,0.07,0.69,0.0,0.45,0.38,0.19,0.17,0.85,0.46,0.24,0.64,0.36,0.0,0.27,0.94,1.0
sarasvati.csv,0.07,0.0,0.06,0.0,0.91,0.0,0.12,0.0,0.31,0.0,0.11,0.23,0.31,0.0,0.06,0.11,0.4
stuproa-cims.csv,0.84,1.0,1.0,0.86,0.64,1.0,0.75,0.96,0.85,1.0,0.81,0.91,0.93,0.86,1.0,0.92,1.0
thout.csv,0.91,0.21,0.69,0.29,0.36,0.69,0.31,0.29,0.54,0.17,0.24,0.77,0.25,0.52,0.28,0.56,0.4
zact.csv,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.04,0.08,0.0,0.02,0.0,0.07,0.0,0.03,0.14,0.0
