,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.24,0.31,0.2,0.42,0.11,0.25,0.53,0.45,0.34,0.31,0.5,0.5,1.0,0.3,0.35
amateur-scrolls.csv,0.16,0.09,0.08,0.06,0.08,0.16,0.03,0.19,0.08,0.05,0.07,0.0,0.09,0.95,0.09
arianne.csv,0.3,0.34,0.5,0.65,0.64,0.94,0.22,0.39,0.56,0.36,0.18,0.25,0.28,0.35,0.31
bl-toolkit.csv,0.58,0.47,0.44,0.58,0.62,0.39,0.78,0.55,1.0,0.38,0.45,1.0,0.78,0.7,0.56
doomlegacy.csv,0.26,0.68,0.34,0.77,0.14,0.48,0.84,0.58,0.3,0.67,0.68,0.5,0.74,0.65,1.0
enlightenment.csv,0.68,0.48,0.58,0.65,0.6,0.46,0.84,0.68,0.64,0.49,0.99,1.0,0.48,0.5,0.52
fritzing.csv,0.64,0.54,0.52,0.48,0.97,0.42,0.66,0.71,0.48,0.54,0.69,0.75,0.7,0.65,0.48
gnukeda.csv,0.8,0.59,0.84,0.61,0.64,0.56,0.97,0.77,0.52,0.95,0.75,1.0,0.75,0.7,0.86
jlinalg.csv,1.0,0.58,0.64,0.68,0.88,0.79,0.86,0.84,0.84,0.67,0.63,0.75,0.6,0.9,0.81
knowledge.csv,0.52,0.75,0.3,0.84,0.32,0.51,0.97,1.0,0.84,0.77,0.86,1.0,0.74,0.95,0.86
massiv.csv,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.3,0.32,0.5,0.42,0.61,0.3,0.95,0.53,0.24,0.33,0.71,0.5,0.67,0.4,0.36
psycle.csv,0.64,0.96,0.86,0.68,0.74,0.61,0.71,0.87,0.66,0.54,0.53,0.5,0.72,0.7,0.78
superwaba.csv,0.54,0.31,0.96,0.61,0.65,0.42,0.59,0.63,0.68,0.54,0.29,1.0,0.44,0.95,0.52
wxcrp.csv,0.7,0.27,0.68,0.94,0.85,0.63,0.28,0.26,0.22,0.13,0.14,0.25,0.39,0.05,0.24
