,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.54,0.64,0.93,0.49,0.89,0.87,0.52,0.46,0.64,0.79,0.51,0.7,0.46,0.69,0.54
amateur-scrolls.csv,0.67,0.95,0.8,0.91,0.88,0.95,0.86,0.92,0.86,0.67,0.97,0.98,0.94,0.6,0.88
arianne.csv,0.56,0.71,0.59,0.55,0.44,0.54,0.91,0.58,0.5,0.65,0.99,0.73,0.78,0.7,0.75
bl-toolkit.csv,0.42,0.57,0.6,0.51,0.48,0.61,0.45,0.47,0.48,0.7,0.55,0.49,0.41,0.55,0.47
doomlegacy.csv,0.5,0.55,0.62,0.5,0.95,0.5,0.36,0.53,0.58,0.47,0.48,0.5,0.41,0.47,0.4
enlightenment.csv,0.44,0.58,0.53,0.44,0.43,0.55,0.44,0.42,0.55,0.64,0.54,0.49,0.48,0.62,0.47
fritzing.csv,0.58,0.56,0.54,0.47,0.55,0.61,0.48,0.38,0.45,0.57,0.49,0.47,0.44,0.52,0.47
gnukeda.csv,0.49,0.51,0.42,0.48,0.52,0.5,0.37,0.38,0.56,0.57,0.5,0.44,0.42,0.47,0.34
jlinalg.csv,0.5,0.6,0.52,0.54,0.45,0.45,0.4,0.43,0.49,0.67,0.54,0.59,0.56,0.45,0.4
knowledge.csv,0.39,0.5,0.6,0.43,0.92,0.43,0.36,0.4,0.42,0.54,0.43,0.44,0.49,0.39,0.36
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
playerstage.csv,0.56,0.71,0.65,0.58,0.49,0.75,0.61,0.43,0.73,0.76,0.54,0.6,0.44,0.67,0.62
psycle.csv,0.49,0.5,0.4,0.49,0.45,0.46,0.36,0.38,0.51,0.42,0.47,0.41,0.39,0.44,0.36
superwaba.csv,0.37,0.62,0.54,0.41,0.46,0.63,0.47,0.32,0.41,0.52,0.71,0.44,0.55,0.35,0.44
wxcrp.csv,0.62,0.72,0.55,0.62,0.43,0.48,0.75,0.62,0.62,0.88,0.98,0.96,0.48,0.67,0.71
