,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.44,0.48,0.35,0.4
neoengine.csv,0.59,0.73,0.48,0.55
omseek.csv,0.95,0.97,0.97,0.86
pcsx2.csv,0.43,0.5,0.47,0.4
