,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.57,0.72,0.49,0.04
neoengine.csv,0.02,0.64,0.63,0.57
omseek.csv,0.86,0.03,0.84,0.94
pcsx2.csv,0.5,0.55,0.05,0.53
