,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.48,0.11,0.77,0.99
neoengine.csv,1.0,0.13,0.7,0.82
omseek.csv,0.84,1.0,0.75,0.71
pcsx2.csv,0.51,0.16,0.98,0.83
