,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.0,0.0,2.0,1.0,5.0
empyrean.csv,0.0,0.0,22.0,6.0,5.0
mplayer-ce.csv,0.0,3.0,4.0,1.0,0.0
nutz.csv,0.0,2.0,0.0,0.0,7.0
yafdotnet.csv,0.0,2.0,0.0,0.0,0.0
