,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.62,0.52,0.67,0.51,0.58
empyrean.csv,0.51,0.61,0.53,0.43,0.51
mplayer-ce.csv,0.59,0.57,0.57,0.61,0.6
nutz.csv,0.58,0.65,0.69,0.69,0.46
yafdotnet.csv,0.49,0.43,0.57,0.53,0.41
