,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.42,0.0,0.22,0.58,0.35
empyrean.csv,0.0,0.18,0.4,0.6,0.65
mplayer-ce.csv,0.61,0.35,0.63,0.34,0.01
nutz.csv,0.45,0.38,0.0,0.21,0.59
yafdotnet.csv,0.74,0.38,0.38,0.0,0.88
