,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.68,0.0,0.63,0.69,0.7
empyrean.csv,0.01,0.64,0.55,0.69,0.73
mplayer-ce.csv,0.74,0.51,0.8,0.61,0.04
nutz.csv,0.65,0.68,0.04,0.65,0.72
yafdotnet.csv,0.8,0.5,0.51,0.03,0.88
