,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.55,1.0,0.4,0.51,0.43
empyrean.csv,0.99,0.48,0.45,0.53,0.54
mplayer-ce.csv,0.61,0.62,0.31,0.5,0.97
nutz.csv,0.59,0.47,0.98,0.46,0.51
yafdotnet.csv,0.65,0.64,0.48,0.98,0.63
