,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.95,0.98,0.88,0.97
pcgen.csv,0.59,0.53,0.75,0.46
selenium.csv,0.51,0.74,0.49,0.38
tolven.csv,0.92,0.63,0.61,0.6
