,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.21,0.13,0.0,0.77,0.24,0.1
arsenal-1.csv,0.69,0.09,0.63,0.05,0.08,0.52
barracudamvc.csv,0.75,0.87,0.89,0.86,1.0,0.55
mevenide.csv,0.52,0.39,0.15,0.05,0.08,0.79
mumble.csv,0.57,0.87,0.52,0.14,0.84,0.24
openintents.csv,0.48,0.65,0.93,0.64,0.32,0.93
