,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,95.5,79.5,0.0,93.5,236.5,80.5
arsenal-1.csv,98.5,98.5,96.5,102.0,98.5,195.0
barracudamvc.csv,95.5,94.5,195.0,98.5,98.5,294.5
mevenide.csv,99.0,98.5,182.0,28.5,150.0,96.5
mumble.csv,97.5,92.5,285.5,93.5,98.5,460.5
openintents.csv,99.0,94.5,195.0,98.5,98.5,196.0
