,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.25,0.31,0.31,0.47,0.06,0.55,0.29,0.6,0.59,0.08,0.33,0.24,0.71,0.14,0.27,0.62,0.5
blogentis.csv,0.5,0.44,0.54,0.28,0.82,0.09,0.79,0.18,0.61,0.54,0.5,0.12,0.38,0.34,0.15,0.71,0.5
bochs.csv,1.0,0.81,0.84,0.59,0.78,0.91,0.5,0.73,0.78,0.54,1.0,0.88,0.52,0.86,0.58,0.95,0.73
galaxium.csv,0.25,0.94,0.47,0.47,0.47,0.27,0.5,0.21,0.43,0.85,0.67,0.64,0.62,0.77,0.7,0.45,0.41
gisgraphy.csv,0.25,0.5,0.67,0.49,0.53,0.82,0.46,0.93,0.52,0.08,0.61,0.32,0.29,0.51,0.12,0.74,0.73
haphazard.csv,1.0,0.94,0.52,0.55,0.8,0.45,0.38,0.27,0.38,0.54,0.17,0.72,0.67,0.34,0.15,0.38,0.41
ipfire-wall.csv,0.75,0.06,0.35,0.28,0.22,0.27,0.75,0.19,0.52,0.69,0.89,0.56,0.48,0.29,0.62,0.4,0.32
jmri.csv,0.5,0.94,0.33,0.66,0.22,0.91,0.96,0.66,0.51,0.46,0.78,0.56,0.43,0.34,0.43,0.57,0.68
jvcl.csv,0.5,0.56,0.18,0.19,0.2,0.27,0.62,0.2,0.27,0.15,0.39,0.32,0.43,0.0,0.46,0.21,0.23
kaffeine.csv,0.25,1.0,0.81,0.66,0.84,0.73,0.88,0.76,0.56,0.85,1.0,0.92,0.62,0.83,0.99,0.88,0.77
m-a-d-n-e-s-s.csv,1.0,0.62,0.24,0.23,0.14,0.45,0.54,0.19,0.19,0.62,0.44,0.68,0.48,0.29,0.56,0.17,0.14
magicwars.csv,1.0,0.88,1.0,0.97,1.0,1.0,1.0,0.64,1.0,1.0,1.0,1.0,1.0,0.94,0.89,1.0,0.86
nh3d.csv,1.0,0.0,0.95,0.26,1.0,1.0,1.0,0.94,0.73,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
opentibia.csv,0.75,0.12,0.81,0.42,0.45,0.91,0.29,0.61,0.36,0.23,0.61,0.12,0.43,0.49,0.09,0.57,0.55
sarasvati.csv,0.5,0.25,0.42,0.42,0.1,0.82,0.21,0.45,0.22,0.54,0.5,0.36,0.33,0.77,0.73,0.14,0.55
smartgwt.csv,0.0,0.19,0.45,0.54,0.61,0.36,0.33,0.49,0.42,0.31,0.83,0.84,0.52,0.4,0.75,0.71,0.77
tweetsharp.csv,0.0,0.12,0.57,0.64,0.29,0.82,0.29,0.82,0.49,0.15,0.22,0.28,0.48,0.37,0.2,0.79,0.64
