,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.08,1.0,0.17,0.0,0.39,0.1,0.1,0.22,0.17,0.0,0.0,0.13,0.33,0.0,0.0,0.18,0.0,0.35,0.29,0.0
baadengine.csv,0.99,0.1,0.88,0.03,0.44,0.5,0.41,0.56,0.22,0.1,0.28,0.22,0.47,0.35,0.9,0.6,0.05,0.67,0.85,0.06
biopax.csv,0.78,0.11,0.97,0.02,0.47,0.48,0.4,0.63,0.19,0.09,0.23,0.22,0.6,0.24,0.85,0.58,0.06,0.99,0.89,0.05
crux-framework.csv,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.48,0.09,0.53,0.06,0.14,0.56,0.38,0.41,0.27,0.07,0.3,0.12,0.97,0.38,0.37,0.36,0.09,0.56,0.78,0.03
exl.csv,0.63,0.08,0.77,0.04,0.45,0.53,0.4,0.57,0.23,0.09,0.25,0.2,0.42,0.3,0.81,0.47,0.09,0.71,1.0,0.09
gdis.csv,0.83,0.12,0.94,0.03,0.29,0.53,0.4,0.67,0.22,0.1,0.22,0.21,0.59,0.29,0.97,0.52,0.04,0.81,0.88,0.07
gogoego.csv,0.68,0.0,0.2,0.0,0.25,0.55,0.97,0.57,0.11,0.15,0.41,0.08,0.5,0.15,0.72,0.3,0.03,0.41,0.43,0.11
httpcontentparser.csv,0.49,0.27,0.21,0.0,0.4,0.12,0.2,0.37,0.95,0.17,0.15,0.15,0.51,0.06,0.51,0.42,0.05,0.62,0.61,0.18
impala.csv,0.52,0.0,0.1,0.0,0.33,0.06,0.15,0.17,0.18,0.12,0.06,0.92,0.43,0.05,0.54,0.36,0.03,0.4,0.15,0.0
jgameai.csv,0.24,0.21,0.14,0.0,0.96,0.06,0.18,0.15,0.14,0.14,0.06,0.05,0.29,0.0,0.0,0.18,0.0,0.23,0.51,0.0
loki-lib.csv,0.74,0.13,0.71,0.04,0.36,0.58,0.44,0.59,0.2,0.11,0.31,0.18,0.46,0.27,0.85,0.95,0.04,0.47,0.55,0.08
snakeyaml.csv,0.61,0.27,0.6,0.0,0.47,0.44,0.34,0.43,0.09,0.09,1.0,0.16,0.55,0.17,0.87,0.53,0.0,0.74,0.82,0.11
tart.csv,0.02,0.0,0.54,0.0,0.0,0.0,0.09,0.13,0.1,1.0,0.09,0.14,0.22,0.0,0.0,0.0,0.15,0.08,0.25,0.0
vars-redux.csv,0.39,0.0,0.34,0.08,0.17,0.56,0.36,0.98,0.16,0.09,0.34,0.16,0.35,0.47,0.6,0.24,0.1,0.35,0.42,0.06
werx.csv,0.83,0.14,1.0,0.02,0.45,0.47,0.39,0.57,0.19,0.1,0.22,0.22,0.6,0.23,0.9,0.56,0.05,0.83,0.81,0.06
xbg.csv,0.13,0.0,0.08,0.5,0.0,0.06,0.1,0.11,0.05,0.18,0.06,0.1,0.19,0.93,0.03,0.0,0.07,0.0,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.8,0.0,0.0,0.0
zealos.csv,0.6,0.19,0.58,0.05,0.38,0.93,0.36,0.57,0.23,0.16,0.23,0.12,0.57,0.2,0.48,0.42,0.08,0.54,0.7,0.09
