,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.05,1.0,0.11,0.0,0.49,0.12,0.1,0.19,0.12,0.0,0.0,0.15,0.29,0.0,0.0,0.12,0.0,0.27,0.23,0.0
baadengine.csv,0.98,0.4,0.0,0.76,0.59,0.48,0.57,0.6,0.64,0.44,0.67,0.52,0.5,0.73,0.0,0.7,0.24,0.56,0.7,0.45
biopax.csv,0.45,0.23,0.0,0.49,0.49,0.35,0.33,0.43,0.39,0.33,0.46,0.21,0.47,0.55,0.63,0.65,0.47,0.98,0.73,0.0
crux-framework.csv,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.38,0.41,0.34,0.91,0.14,0.73,0.46,0.42,0.75,0.41,0.58,0.31,0.96,0.43,0.27,0.37,0.83,0.46,0.67,0.34
exl.csv,0.52,0.39,0.48,0.82,0.62,0.69,0.61,0.63,0.65,0.51,0.58,0.54,0.44,0.62,0.71,0.45,0.82,0.61,1.0,0.82
gdis.csv,0.52,0.52,0.0,0.79,0.4,0.68,0.53,0.74,0.58,0.5,0.45,0.0,0.32,0.69,0.95,0.57,0.48,0.72,0.59,0.62
gogoego.csv,0.59,0.0,0.13,0.0,0.27,0.62,0.95,0.56,0.12,0.61,0.49,0.1,0.54,0.29,0.4,0.35,0.36,0.33,0.34,0.68
httpcontentparser.csv,0.39,0.45,0.14,0.0,0.54,0.09,0.21,0.4,0.92,0.62,0.33,0.19,0.55,0.14,0.4,0.38,0.6,0.41,0.47,0.38
impala.csv,0.42,0.0,0.06,0.0,0.44,0.04,0.13,0.14,0.39,0.44,0.05,0.9,0.46,0.14,0.37,0.4,0.34,0.22,0.12,0.0
jgameai.csv,0.18,0.45,0.1,0.0,0.93,0.04,0.19,0.12,0.24,0.6,0.05,0.05,0.26,0.0,0.0,0.2,0.0,0.17,0.39,0.0
loki-lib.csv,0.62,0.43,0.45,0.85,0.48,0.75,0.65,0.65,0.57,0.57,0.65,0.51,0.49,0.61,0.76,0.94,0.46,0.37,0.46,0.74
snakeyaml.csv,0.51,0.87,0.47,0.0,0.61,0.4,0.53,0.44,0.28,0.33,1.0,0.42,0.57,0.39,0.0,0.17,0.0,0.58,0.45,0.68
tart.csv,0.01,0.0,0.42,0.0,0.0,0.0,0.07,0.1,0.06,1.0,0.18,0.19,0.18,0.0,0.0,0.0,0.38,0.05,0.18,0.0
vars-redux.csv,0.3,0.0,0.24,0.94,0.18,0.6,0.49,0.97,0.34,0.24,0.42,0.39,0.3,0.55,0.49,0.17,0.68,0.25,0.32,0.37
werx.csv,0.09,0.09,1.0,0.09,0.0,0.0,0.05,0.13,0.0,0.0,0.09,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.3
xbg.csv,0.09,0.0,0.05,1.0,0.0,0.04,0.07,0.07,0.06,0.24,0.05,0.1,0.13,0.9,0.02,0.0,0.37,0.0,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.72,0.0,0.0,0.0
zealos.csv,0.5,0.71,0.43,0.89,0.5,0.89,0.53,0.63,0.65,0.73,0.34,0.31,0.61,0.29,0.37,0.48,0.66,0.43,0.59,0.78
