,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.98,0.8,0.94,0.91,0.97,0.97,0.98,0.96,0.75,0.8,0.0,0.95,0.99,0.92,0.0,0.8,0.91,0.96,0.93,0.95
baadengine.csv,0.44,0.39,0.34,0.44,0.43,0.53,0.34,0.39,0.46,0.37,0.47,0.35,0.41,0.46,0.36,0.5,0.39,0.49,0.45,0.37
biopax.csv,0.42,0.35,0.35,0.43,0.46,0.54,0.37,0.34,0.45,0.36,0.44,0.33,0.43,0.42,0.33,0.53,0.4,0.49,0.45,0.42
crux-framework.csv,0.67,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.67
dataobjectsdotnet.csv,0.63,0.47,0.68,0.68,0.94,0.62,0.74,0.7,0.57,0.49,0.62,0.57,0.66,0.88,0.79,0.78,0.44,0.67,0.47,0.58
exl.csv,0.46,0.41,0.51,0.5,0.52,0.53,0.43,0.44,0.48,0.34,0.47,0.39,0.56,0.56,0.34,0.55,0.38,0.69,0.44,0.49
gdis.csv,0.41,0.46,0.37,0.44,0.43,0.49,0.35,0.36,0.44,0.36,0.47,0.33,0.43,0.48,0.34,0.53,0.37,0.48,0.46,0.38
gogoego.csv,0.56,0.83,0.95,0.79,0.86,0.51,0.83,0.55,0.93,0.74,0.94,0.96,0.63,0.83,0.45,0.7,0.43,0.61,0.75,0.56
httpcontentparser.csv,0.76,0.9,0.96,0.92,0.77,0.67,0.99,0.68,0.94,0.8,0.82,0.97,0.63,0.71,0.72,0.54,0.44,0.62,0.71,0.88
impala.csv,0.75,0.5,0.9,0.93,0.78,0.83,0.97,0.95,0.89,0.93,0.88,0.96,0.71,0.7,0.6,0.59,0.44,0.62,0.92,0.5
jgameai.csv,0.99,0.93,0.93,0.86,0.83,0.0,0.98,0.94,0.97,0.59,0.86,0.92,0.92,0.5,0.0,0.88,0.8,0.93,0.5,0.93
loki-lib.csv,0.52,0.5,0.45,0.4,0.45,0.5,0.4,0.36,0.51,0.47,0.44,0.37,0.45,0.45,0.31,0.57,0.35,0.57,0.62,0.37
snakeyaml.csv,0.72,0.66,0.73,0.5,0.64,0.61,0.57,0.51,0.8,0.38,0.96,0.64,0.56,0.49,0.37,0.46,0.96,0.61,0.47,0.67
tart.csv,0.95,0.0,0.81,0.91,0.67,0.0,0.96,0.92,0.0,0.8,0.92,0.97,0.98,0.89,0.0,0.0,0.9,0.67,0.86,0.93
vars-redux.csv,0.89,0.92,0.74,0.75,0.6,0.58,0.62,0.53,0.68,0.89,0.97,0.57,0.75,0.89,0.5,0.8,0.97,0.93,0.82,0.64
werx.csv,0.43,0.36,0.36,0.42,0.48,0.54,0.36,0.37,0.45,0.35,0.41,0.33,0.43,0.4,0.36,0.44,0.39,0.45,0.5,0.46
xbg.csv,0.98,0.0,0.88,0.67,0.0,0.5,0.95,0.75,0.94,0.83,0.8,0.93,0.95,0.86,0.0,0.0,0.96,0.0,0.0,0.75
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
zealos.csv,0.57,0.46,0.64,0.55,0.6,0.69,0.64,0.42,0.65,0.43,0.98,0.66,0.66,0.92,0.57,0.63,0.81,0.79,0.42,0.48
