,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.04,1.0,0.09,0.0,0.46,0.1,0.08,0.16,0.1,0.0,0.0,0.12,0.25,0.0,0.0,0.1,0.0,0.24,0.2,0.0
baadengine.csv,0.99,0.6,0.8,1.0,0.62,0.97,0.87,0.76,0.75,0.8,0.81,0.84,0.51,0.75,1.0,0.76,1.0,0.58,0.88,1.0
biopax.csv,0.81,0.8,0.96,1.0,0.92,0.97,0.94,1.0,0.9,0.8,0.85,1.0,0.89,0.88,0.86,0.66,1.0,0.97,0.95,1.0
crux-framework.csv,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.34,0.4,0.37,1.0,0.12,0.83,0.42,0.39,0.9,0.4,0.56,0.28,0.95,0.38,0.23,0.34,1.0,0.42,0.76,0.33
exl.csv,0.54,0.4,0.63,1.0,0.73,0.87,0.71,0.69,0.75,0.6,0.59,0.68,0.42,0.62,0.74,0.41,1.0,0.58,1.0,1.0
gdis.csv,0.9,0.6,0.91,1.0,0.38,0.87,0.86,0.86,0.95,0.8,0.81,0.96,0.92,0.75,0.98,0.55,0.67,0.73,0.98,1.0
gogoego.csv,0.57,0.0,0.11,0.0,0.23,0.6,0.94,0.53,0.1,0.6,0.44,0.08,0.56,0.25,0.67,0.34,0.33,0.3,0.32,0.67
httpcontentparser.csv,0.35,0.4,0.12,0.0,0.54,0.07,0.18,0.37,0.9,0.6,0.3,0.16,0.62,0.12,0.39,0.62,0.67,0.55,0.54,0.33
impala.csv,0.38,0.0,0.05,0.0,0.42,0.03,0.11,0.12,0.35,0.4,0.04,0.88,0.48,0.12,0.44,0.48,0.33,0.31,0.1,0.0
jgameai.csv,0.15,0.4,0.08,0.0,0.92,0.03,0.16,0.1,0.2,0.6,0.04,0.04,0.22,0.0,0.0,0.17,0.0,0.14,0.34,0.0
loki-lib.csv,0.69,0.4,0.56,1.0,0.46,0.97,0.7,0.71,0.6,0.6,0.67,0.56,0.48,0.62,0.81,0.93,0.67,0.35,0.44,1.0
snakeyaml.csv,0.5,1.0,0.43,0.0,0.85,0.83,0.57,0.55,0.25,0.8,1.0,0.4,0.72,0.62,0.95,0.9,0.0,0.69,0.88,0.67
tart.csv,0.01,0.0,0.38,0.0,0.0,0.0,0.06,0.08,0.05,1.0,0.15,0.16,0.15,0.0,0.0,0.0,0.33,0.04,0.15,0.0
vars-redux.csv,0.26,0.0,0.21,1.0,0.15,0.57,0.46,0.96,0.3,0.2,0.37,0.36,0.26,0.5,0.44,0.14,0.67,0.21,0.27,0.33
werx.csv,0.94,1.0,1.0,1.0,1.0,1.0,0.96,0.92,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,1.0,0.9,0.9,1.0
xbg.csv,0.07,0.0,0.04,1.0,0.0,0.03,0.06,0.06,0.05,0.2,0.04,0.08,0.11,0.88,0.02,0.0,0.33,0.0,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.67,0.0,0.0,0.0
zealos.csv,0.5,0.8,0.41,1.0,0.5,0.87,0.54,0.67,0.75,0.8,0.3,0.28,0.63,0.25,0.33,0.48,0.67,0.38,0.63,1.0
