,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.66,0.55,0.46,0.55,0.92,0.23,0.54
encog-java.csv,0.95,0.08,0.6,0.03,0.16,0.62,0.07
h2database.csv,0.16,0.94,0.06,0.16,0.07,0.0,0.54
haphazard.csv,0.07,0.06,0.14,0.04,0.02,0.92,0.17
jaql.csv,0.64,0.55,0.29,0.95,0.57,0.31,0.43
raven-monitoring.csv,0.86,0.57,0.94,0.55,0.27,0.85,0.32
v8.csv,0.86,0.94,0.91,0.96,0.9,0.92,1.0
